"PNUM","HHNUM","HEALTHSTATUS","RACECAT_R","EDUCCAT","EMPLOYMENT","HHWGT","MARITAL","HISPANIC","adltfscat","snapnowhh","caraccess","rural","inchhavg_r","pctpovguidehh_r","incfamavg_r","placedist_d","placedist_s","placedist_w","avg_dist_S","avg_dist_D","avg_dist_w"
1,110864,"3","1","3","5",22183.258682,"1","0","1","0",NA,"1",4610,204.813032210292,4610,4.378,2.93150103630772,NA,3.45393956929077,5.073,NA
1,110868,"1","5","4","5",13246.456693,"3","1","3","0",NA,"0",3920,310.905485789822,1120,1.737,1.05194092873962,NA,1.05194092873962,1.737,NA
1,110870,"2","1","3","5",8444.4184192,"1","0","2","0",NA,"1",2313,183.45009914078,2313,19.978,14.7234643057883,NA,NA,NA,NA
1,110875,"3","1","3","1",6139.3881563,"5","0","4","0",NA,"0",3840,241.382922996333,1320,1.662,1.29513299413375,NA,1.29513299413375,1.662,NA
1,110883,"2","1","3","1",117098.24688,"1","0","1","0",NA,"1",4200,333.113020489094,4200,15.13,10.752764917772,NA,10.752764917772,15.13,NA
1,110884,"2","1","3","1",34639.611138,"5","1","3","0",NA,"0",1936,153.549239920687,1936,8.851,7.86092729705208,NA,5.06922473917333,5.601,NA
1,110889,"1","1","5","3",41018.995423,"5","0","1","0",NA,"1",14840,1176.99933906147,6440,8.841,5.51619796391625,NA,63.2153970197009,75.6283333333333,NA
1,110890,"4","2","3","5",7826.1598923,"3","0","3","0",NA,"0",2123.2,133.464641173389,2123.2,4.317,3.67001070043317,NA,4.38471700100982,5.213,NA
1,110893,"5","1","6","5",26737.218136,"1","0","2","0",NA,"0",3789.8,238.227344159246,3789.8,NA,NA,NA,NA,NA,NA
1,110894,"3","1","3","5",12901.772147,"1","0","1","0",NA,"1",2437.58,193.330865829478,2437.58,14.786,12.7615344576182,NA,12.7615344576182,14.786,NA
1,110900,"4","5","4","1",38292.451418,"1","1","1","0",NA,"0",5740,298.82863340564,5740,3.944,3.17669867682282,NA,6.24744115993306,8.18125,NA
1,110906,"2","1","4","5",21803.637426,"5","0","1","0",NA,"0",1191.45363062828,127.998599530344,1191.45363062828,NA,NA,NA,NA,NA,NA
1,110913,"3","1","3","1",14584.795785,"3","0","4","1",NA,"0",850,91.3160250671442,850,1.58,0.982625482465854,1.58,3.24057991405776,3.79033333333333,NA
1,110916,"4","1","4","1",42623.170187,"5","0","1","0","0","0",1218,130.850492390331,1218,0.191,0.111054579506086,0.163,0.111054579506086,0.191,0.163
1,110919,"4","1","3","1",6642.4909248,"4","1","3","0","0","0",1404,111.354923992069,1404,1.1,0.794292199483012,0.919,0.794292199483012,1.1,0.919
1,110924,"3","1","4","1",2007.8316568,"1","0","3","0",NA,"1",1440,114.210178453404,1440,21.657,15.7269256471255,NA,9.71910872471525,13.2395,NA
1,110931,"2","1","5","1",13376.486488,"4","0","1","0",NA,"0",932,100.12533572068,932,1.277,1.0901083481233,NA,1.0901083481233,1.277,NA
1,110944,"2","1","1","5",2813.7978966,"1","0","1","1",NA,"1",672,42.2420115243583,672,NA,NA,NA,NA,NA,NA
1,110948,"4","1","4","1",5241.190432,"5","1","4","0",NA,"0",2651.05843328667,166.645894182504,1000,5.25,3.45406639170358,NA,3.45406639170358,5.25,NA
1,110954,"3","1","4","5",11023.463632,"1","0","1","0",NA,"0",4000,208.24295010846,4000,3.219,1.1344695183427,NA,1.71433202723985,3.484,NA
1,110959,"1","1","4","1",49456.973982,"2","0","1","0",NA,"0",4420,350.561797752809,2600,1.147,1.05949894605169,NA,1.2210557053485,1.29833333333333,NA
1,110960,"2","1","3","1",29330.807007,"1","0","1","0",NA,"1",5893.332,370.455652173913,5893.332,8.638,4.83215446349129,NA,4.83215446349129,8.638,NA
1,110967,"5","1","3","5",5459.1075675,"3","0","3","1","1","0",1018,109.364368845121,1018,10.819,9.17411334944127,NA,NA,NA,NA
1,110968,"3","1","3","1",8827.0979652,"1","1","2","1",NA,"0",1456,91.5243583027763,1456,0.723,0.678892312082637,0.723,0.708859816569057,0.8495,0.844
1,110969,"2","1","3","1",3666.0220471,"1","1","3","1",NA,"0",2590,100.355182434614,2590,2.02,1.74456204259567,NA,1.68635434408149,1.94116666666667,NA
1,110989,"5","6","4","5",25097.348296,"3","0","2","1",NA,"1",197,15.6245869134171,197,47.229,37.3256380107641,NA,NA,NA,NA
1,110990,"2","1","3","1",35650.568589,"1","0","1","0",NA,"1",4926.662,309.690644316396,4926.662,6.7,5.86513825917738,NA,15.4150955329936,22.7453333333333,NA
1,110997,"2","1","1","5",7293.3263754,"3","0","3","1",NA,"0",2093.338,108.980720173536,2093.338,1.491,0.951220105418368,1.446,0.902140145505146,1.42657142857143,1.37357142857143
1,111004,"2","1","4","1",25423.58686,"3","0","1","0",NA,"0",3333,264.348975545274,2108,0.444,0.334049944391611,0.443,0.334049944391611,0.444,0.443
1,111007,"2","5","3","5",35985.061379,"5","1","1","0",NA,"1",3226.46943676506,202.816308230386,3226.46943676506,5.715,3.57275632917778,NA,3.44717535417847,5.4235,NA
1,111013,"5","1","1","5",3740.2798826,"2","0","2","1",NA,"0",998,107.2157564906,998,0.508,0.282773150059927,0.508,0.766071041480617,1.37325,NA
1,111022,"5","1","3","1",42747.921839,"5","0","1","1",NA,"0",3146,249.517514871117,2496,0.422,0.293103563024498,0.422,0.293103563024498,0.422,0.422
1,111023,"2","1","3","5",29214.245516,"1","0","1","0",NA,"0",5957.78894331831,472.527873891737,5957.78894331831,2.958,2.13311968789554,NA,2.13311968789554,2.958,NA
1,111037,"2","1","4","1",2519.9363217,"5","0","3","1",NA,"0",2751,218.189028420357,2751,0.344,0.242084232792454,0.344,0.196823876993836,0.2774,0.2774
1,111038,"2","4","6","1",19499.875214,"5","0","1","0",NA,"0",1250,134.288272157565,1250,NA,NA,NA,NA,NA,NA
1,111044,"3","1","5","1",19599.035205,"1","0","2","0",NA,"0",4701.67,295.547616553169,4701.67,3.018,2.27141255077168,NA,NA,NA,NA
1,111047,"2","5","1","5",30361.007392,"2","1","1","0",NA,"0",770,82.7215756490599,770,2.909,2.1104072259334,NA,1.83487469469034,2.583,NA
1,111053,"3","1","2","5",13005.002982,"1","0","2","0",NA,"1",3800,168.826360607183,3800,4.511,3.84848461165212,NA,3.84848461165212,4.511,NA
1,111055,"3","4","4","1",24601.606452,"5","1","4","0",NA,"0",10703.98002736,1149.93518646661,10703.98002736,0.897,0.646032436341201,0.898,2.42052397675271,3.325,NA
1,111056,"1","2","4","3",6773.6543801,"1","0","3","0",NA,"0",3080,193.609219486642,3080,2.543,1.93496828449883,NA,NA,NA,NA
1,111069,"3","1","3","1",85654.17768,"1","0","1","0",NA,"1",9100,721.744877726371,9100,11.478,5.96274944302973,NA,3.46526238162446,6.2904,NA
1,111071,"3","1","4","1",2057.2717482,"1","0","2","1",NA,"0",1960,87.0788596815994,1960,0.814,0.491323463042602,0.656,0.491323463042602,0.814,0.656
1,111073,"3","2","4","1",19740.699223,"4","0","1","0",NA,"0",5050,400.528750826173,5050,0.096,0.0844645247687865,0.096,0.0844645247687865,0.096,0.096
1,111077,"3","1","4","5",14915.600306,"5","0","2","1","0","0",698,74.9865711727842,698,0.809,0.457572754796431,0.654,0.445070518057264,0.712333333333333,0.660666666666667
1,111081,"2","1","3","5",5606.5962934,"1","0","4","1",NA,"1",1694,75.2610144390966,1694,10.698,9.1718392822701,NA,9.17319513056226,10.975,NA
1,111084,"4","2","3","5",66335.820835,"5","0","2","1","0","0",4886.72383396,524.983760138944,4886.72383396,0.153,0.137742389777452,0.153,NA,NA,NA
1,111088,"2","1","3","5",24485.183281,"1","0","1","0",NA,"1",4550,286.013619696176,4550,NA,NA,NA,NA,NA,NA
1,111090,"1","1","4","5",15740.915785,"3","0","1","1",NA,"0",3397,269.424983476537,3397,8.087,5.35140173984366,NA,2.29571158781091,3.44733333333333,NA
1,111093,"5","1","4","5",15350.94535,"5","0","4","1",NA,"0",0,0,0,1.56,0.561869227430077,1.236,0.561869227430077,1.56,1.236
1,111096,"4","1","1","5",2145.8620061,"5","1","1","0",NA,"1",5330,206.522441072005,5330,13.228,10.6360985183795,NA,9.5137999805041,11.858,NA
1,111099,"4","1","4","5",24216.525399,"3","0","1","0",NA,"0",1091,117.206803939123,1091,0.363,0.285788800271155,0.363,0.285788800271155,0.363,0.363
1,111101,"3","1","1","1",18087.542323,"1","0","1","0",NA,"1",3640,288.697951090549,3640,30.724,28.9082353913325,NA,28.9082353913325,30.724,NA
1,111108,"2","1","4","1",8030.4799535,"1","0","1","0",NA,"0",8300,658.294778585591,8300,NA,220.088008453448,NA,NA,NA,NA
1,111109,"1","1","1","5",16088.387421,"5","1","2","1",NA,"0",4462.77996481071,153.316231256022,4462.77996481071,3.217,2.18983765157068,NA,2.80979810470312,3.924875,NA
1,111110,"3","5","5","3",4480.1700831,"1","1","2","0",NA,"0",2936.5224378392,232.903299762528,2936.5224378392,8.001,5.97686148832354,NA,2.62335705587446,3.49033333333333,NA
1,111121,"3","1","3","1",30521.843213,"2","0","1","0",NA,"0",4566,362.141440846001,4566,7.227,6.25064810564873,NA,5.28877086588983,6.706,NA
1,111128,"5","5","1","1",10942.334573,"5","1","2","1","1","0",2638.92293857397,165.883055332046,2638.92293857397,2.236,1.41875380874543,NA,0.775269179282377,1.271,NA
1,111129,"3","1","5","1",6417.8179242,"1","1","1","0","0","0",1053.32108057876,83.5416587372448,1053.32108057876,0.434,0.312753067160263,0.434,NA,NA,NA
1,111139,"5","1","4","5",5673.2169915,"3","0","3",NA,NA,"0",868,54.5625982189628,868,12.972,8.41361440942356,NA,NA,NA,NA
1,111142,"3","1","5","1",35690.189813,"1","0","1","0",NA,"1",4430,351.354923992069,4430,5.8,4.41998663554506,NA,NA,NA,NA
1,111145,"3","1","3","1",84428.159695,"1","0","2","0",NA,"0",1600,171.888988361683,1600,1.549,1.0115866684259,NA,NA,NA,NA
1,111146,"2","5","3","1",7758.2660035,"5","1","3","1",NA,"0",0,0,0,4.516,4.05693123399984,NA,NA,NA,NA
1,111148,"3","1","5","5",46214.517662,"1","0","1","0",NA,"0",4967,393.945803040317,4967,1.54,1.20798060829605,NA,1.20798060829605,1.54,NA
1,111149,"3","5","3","3",4293.4158532,"5","1","1","0",NA,"0",10000,444.279896334691,2800,1.276,1.07756337715992,NA,1.07756337715992,1.276,NA
1,111161,"4","1","1","1",10766.753779,"2","0","1","0",NA,"1",2900,230.006609385327,2900,13.189,11.4059752913592,NA,8.96420190942514,11.0787142857143,NA
1,111174,"3","1","3","5",6079.6951121,"2","0","3","1",NA,"1",719,77.2426141450314,719,0.221,0.220920322147994,0.221,0.220920322147994,0.221,0.221
1,111177,"4","1","4","5",30905.91393,"2","1","1","0",NA,"0",0,0,0,0.531,0.475367621859837,0.531,0.65355460003371,0.79975,0.777
1,111189,"2","1","5","5",7065.2385,"2","0","1","1",NA,"1",750,80.5729632945389,750,7.832,6.43740138409357,NA,18.7093714371896,24.227,NA
1,111196,"2","1","3","1",1891.2795945,"5","0","2","1",NA,"0",1892,98.4989154013015,1892,5.126,3.78428258531892,NA,3.78428258531892,5.126,NA
1,111202,"3","1","2","5",7212.8111792,"1","1","2","0",NA,"0",2000,158.62524785195,2000,0.709,0.62313197258588,0.702,0.654624075379276,0.8505,0.756
1,111203,"2","1","4","5",5417.6866143,"5","0","1","1",NA,"0",300,32.2291853178156,300,1.127,0.831226207369087,1.012,0.831226207369087,1.127,1.012
1,111207,"4","5","4","1",14052.758328,"5","1","1","0",NA,"0",4253.33,337.342762723067,2100,1.289,0.98170971117518,1.239,0.607182861112374,0.7975,0.7725
1,111210,"3","5","4","1",7253.2645056,"5","1","2","0",NA,"0",2800,176.008381351493,2800,NA,NA,NA,NA,NA,NA
1,111212,"2","1","4","5",29911.739925,"1","1","3","1",NA,"1",4119.65221818037,183.027866042815,4119.65221818037,NA,NA,NA,NA,NA,NA
1,111213,"3","1","5","1",15364.223241,"5","0","1","0",NA,"1",3360,266.490416391276,3360,4.237,3.30341634280642,NA,3.30341634280642,4.237,NA
1,111214,"3","6","4","5",5430.5254293,"4","0","1","1",NA,"0",1964.04316276549,155.773416742802,1964.04316276549,0.429,0.377525609884564,0.429,4.71395232036002,5.87,NA
1,111215,"5","1","3","1",2638.2461803,"4","1","3","1",NA,"0",1526.53894702,95.9584461196438,1526.53894702,0.679,0.620933989419735,0.679,0.620933989419735,0.679,0.679
1,111228,"3","1","3","1",208906.32655,"3","1","2","0",NA,"0",1000,107.430617726052,1000,0.322,0.31270649846647,0.322,3.92863319113694,6.515,NA
1,111229,"2","1","4","1",14910.973362,"5","0","1","0",NA,"0",5700,220.858895705522,2500,NA,NA,NA,NA,NA,NA
1,111230,"3","2","4","1",4739.7638517,"5","0","1","1",NA,"1",546,43.3046926635823,546,5.218,3.84391950355198,NA,3.84391950355198,5.218,NA
1,111234,"2","1","6","5",33972.127662,"1","0","1","0",NA,"0",25520.1853989432,2024.07286706754,25520.1853989432,0.944,0.62180233916994,0.944,NA,NA,NA
1,111236,"2","1","4","3",18908.868345,"3","0","1","1",NA,"1",1960,102.039045553145,560,0.181,0.18002600559608,0.181,7.80130056670447,9.871,NA
1,111238,"2","2","3","1",18957.928942,"5","0","3","1",NA,"0",2800,145.770065075922,2800,4.301,2.86691351498021,NA,2.024170695324,2.9735,NA
1,111239,"3","1","4","5",40123.866619,"1","1","1","0",NA,"0",6759.992,536.152703238599,6759.992,2.997,2.19546598991319,NA,2.19546598991319,2.997,NA
1,111240,"3","1","3","5",7262.8913693,"3","0","1","1","1","0",718,77.1351835273053,718,4.007,2.45035000786976,NA,2.45035000786976,4.007,NA
1,111245,"2","6","5","1",87079.74057,"3","0","1","0",NA,"1",2200,236.347358997314,2200,3.594,2.71185740106158,NA,3.66301652349899,5.00142857142857,NA
1,111253,"4","1","3","5",13713.983361,"1","0","2","0",NA,"0",2769.33,219.64282881692,2769.33,0.728,0.505397895076961,0.682,0.505397895076961,0.728,0.682
1,111254,"2","1","4","1",74848.199625,"1","0","1","0",NA,"0",6841.17680557039,542.591683191307,6841.17680557039,0.847,0.654253177283633,0.697,0.545911545639673,0.698,0.588
1,111262,"2","1","1","3",2408.2505181,"5","0","3","1",NA,"0",800,41.648590021692,0,NA,NA,NA,NA,NA,NA
1,111266,"1","4","6","1",56437.344766,"1","0","1","0",NA,"0",11200,888.301387970919,11200,3.827,2.95751631207424,NA,1.90627565123101,2.457,NA
1,111267,"2","1","4","1",75587.633108,"1","0","1","0",NA,"0",11480,597.65726681128,11480,0.71,0.623956346787135,0.705,1.60662283189919,1.748,NA
1,111272,"1","1","1","1",7275.383684,"1","1","2","0",NA,"0",3700,293.456708526107,3700,0.951,0.732971012885226,0.856,NA,NA,NA
1,111277,"2","5","1","1",7241.192641,"1","1","3","0","0","0",6300,327.982646420824,6300,2.532,1.88178891811608,NA,0.648456936313537,0.8768,NA
1,111278,"2","1","3","1",11681.733109,"3","0","4","0",NA,"0",6300,327.982646420824,3500,0.592,0.457335187592736,0.59,1.01191976268009,1.289,NA
1,111279,"4","1","4","2",19309.015658,"3","1","2","0",NA,"0",1700,182.632050134288,1700,14.647,9.13712515138859,NA,4.48517083160983,6.43366666666667,NA
1,111282,"4","6","3","1",5380.7390384,"1","1","3","0",NA,"0",2100,166.556510244547,2100,3.8,3.15785345804808,NA,2.02496515071999,2.704,NA
1,111285,"3","1","5","1",26311.26969,"5","0","1","0",NA,"1",3400,269.662921348315,3400,2.7,1.73488534550958,NA,1.73488534550958,2.7,NA
1,111297,"1","2","1","5",16989.542108,"1","0","4","1",NA,"0",883,70.0330469266358,883,NA,NA,NA,NA,NA,NA
1,111298,"3","1","5","1",53587.256203,"1","0","1","0",NA,"0",12180,966.027759418374,12180,NA,NA,NA,NA,NA,NA
1,111302,"1","2","4","2",3783.1177124,"3","0","4","1",NA,"0",1600,61.9954794962867,1600,1.761,1.1125998838321,NA,1.1125998838321,1.761,NA
1,111305,"4","4","3","5",3671.8510881,"5","0","1","0",NA,"0",0,0,0,NA,NA,NA,NA,NA,NA
1,111317,"2","1","6","1",52405.720888,"1","0","1","0",NA,"0",13805,867.784180199058,13805,0.834,0.42828885709917,0.667,0.951185057317338,1.59033333333333,NA
1,111322,"3","1","5","5",15208.380863,"3","0","3","1",NA,"0",1320,141.808415398389,1320,NA,NA,NA,NA,NA,NA
1,111323,"1","2","3","5",12042.464037,"5","1","2","0",NA,"0",239.589860449731,15.0606512592812,239.589860449731,NA,NA,NA,NA,NA,NA
1,111328,"1","1","5","1",47482.952068,"1","0","1","0",NA,"0",4400,348.97554527429,4400,NA,NA,NA,NA,NA,NA
1,111329,"2","1","1","5",4122.3915369,"1","1","3","1","0","0",2613.17443812378,164.26450108688,2613.17443812378,1.588,1.17421055210098,NA,1.02136864722799,1.1182,NA
1,111334,"4","1","3","1",16708.53877,"3","0","3","1",NA,"0",1700,88.5032537960954,1700,0.84,0.531400052440048,0.84,0.531400052440048,0.84,0.84
1,111335,"2","1","4","5",3078.3132628,"3","0","1","1",NA,"0",268.946354014455,21.3308410322105,268.946354014455,2.317,1.95457576071485,NA,1.96339566135344,3.0315,NA
1,111339,"4","1","4","4",2510.0498929,"3","0","1","1",NA,"0",250,15.7150340492404,250,16.952,15.9252346241662,NA,8.5686083928363,9.2835,NA
1,111341,"4","1","5","3",8489.7800837,"3","0","3","0",NA,"0",2363.50852659684,187.45606291581,1750,5.864,4.36922626836724,NA,4.36922626836724,5.864,NA
1,111343,"3","6","5","3",16083.186858,"3","0","2","1",NA,"1",465,49.9552372426141,465,19.26,11.7998342044384,NA,11.7998342044384,19.26,NA
1,111353,"4","1","4","5",6656.6878507,"1","1","1","0",NA,"0",6300,279.896334690855,6300,NA,NA,NA,NA,NA,NA
1,111358,"4","5","1","5",14598.290735,"5","1","2","1",NA,"0",1562.323524636,167.841381339588,1562.323524636,NA,NA,NA,NA,NA,NA
1,111364,"3","2","2","5",20446.955765,"3","0","1","0","0","0",1670,179.409131602507,1670,2.998,2.38463816245086,NA,NA,NA,NA
1,111367,"1","1","4","2",2578.9943582,"4","0","1","0",NA,"0",6268,215.33352419124,6268,2.18,1.67587523789555,NA,1.57958779926859,1.96166666666667,NA
1,111371,"4","1","3","1",6824.7540166,"5","1","4","1",NA,"1",756,47.5222629649031,756,3.258,1.97491648967454,NA,2.51594530716548,3.6816,NA
1,111385,"1","2","4","1",12194.536746,"5","0","2","0","0","0",3680,291.870456047588,3680,0.679,0.653384625822615,0.679,0.653384625822615,0.679,0.679
1,111391,"3","1","4","1",15749.205519,"5","0","1","0",NA,"1",1680,105.605028810896,0,NA,NA,NA,NA,NA,NA
1,111394,"3","2","4","1",7422.7793556,"3","0","3","1",NA,"1",2100,132.00628601362,2100,NA,NA,NA,NA,NA,NA
1,111395,"2","1","4","1",22542.65158,"1","0","2","0",NA,"0",9899.99999999999,439.837097371344,9899.99999999999,1.607,1.221350955921,NA,1.87106203542499,2.3958,NA
1,111396,"3","1","4","1",28890.882204,"1","0","1","0",NA,"0",12617.7803566316,1000.74926820608,12617.7803566316,122.583,106.641063116311,NA,54.0795863946446,62.458,NA
1,111408,"4","1","3","2",13933.278651,"5","0","3","0",NA,"0",0,0,0,0.966,0.626175579095225,0.818,0.626175579095225,0.966,0.818
1,111412,"5","2","4","1",3276.1924504,"3","0","3","1",NA,"0",1192,74.9292823467784,1192,1.719,1.1415845481643,NA,1.1415845481643,1.719,NA
1,111420,"2","1","3","1",7894.0900461,"4","0","4","1",NA,"1",2156.67,112.277830802603,2156.67,0.658,0.232809806864043,0.613,0.232809806864043,0.658,0.613
1,111423,"2","1","4","1",116937.91227,"3","0","1","0",NA,"1",3220,345.926589077887,3220,NA,NA,NA,NA,NA,NA
1,111429,"3","5","4","5",10831.067564,"1","1","1","0",NA,"1",3640,189.501084598698,3640,6.633,4.69943482984248,NA,5.43609933971834,7.02033333333333,NA
1,111442,"2","1","4","5",5978.1318709,"1","0","3","1",NA,"0",1344,69.9696312364425,1344,1.026,0.670899615208769,1.026,0.670899615208769,1.026,1.026
1,111444,"3","1","5","3",28251.406696,"5","1","2","0",NA,"0",4031.4,253.414353064432,4031.4,1.276,0.896969134878398,1.276,0.960915810723834,1.46275,NA
1,111450,"4","2","3","5",5607.508203,"1","0","3","1",NA,"0",1582,99.4447354635935,1582,6.102,3.77522336652153,NA,2.37495658026271,4.1068,NA
1,111455,"2","1","4","2",63513.556836,"1","0","1","0",NA,"0",13160,827.239392352016,13160,1.125,0.996632689173948,1.125,1.23378650139259,1.78733333333333,NA
1,111457,"3","1","3","1",9889.9959319,"1","0","2","0","0","0",3469.86,180.643470715835,3469.86,0.002,0.0022160512614608,0.002,0.0022160512614608,0.002,0.002
1,111461,"4","6","4","3",7894.8970378,"5","0","4","1",NA,"0",2100,93.298778230285,1400,NA,NA,NA,NA,NA,NA
1,111462,"3","5","5","1",23431.386913,"5","1","1","0",NA,"0",3360,360.966875559535,3360,1.165,0.397720392159449,0.549,6.40651254674366,8.39033333333333,NA
1,111465,"3","1","1","5",9116.5951174,"1","0","1","0",NA,"0",2800,222.07534699273,2800,1.81,1.11479259349457,NA,1.79660078745998,2.833,NA
1,111466,"4","1","1","3",2605.6435764,"4","0","4","1",NA,"0",660,34.3600867678959,660,NA,NA,NA,NA,NA,NA
1,111469,"3","2","4","1",32457.860915,"1","0","1","0",NA,"0",8022.87366673773,504.318931382151,8022.87366673773,0.791,0.395446663092048,0.771,0.395446663092048,0.791,0.771
1,111470,"3","2","1","5",4108.2096018,"2","0","3","1",NA,"1",1245,98.7442167878387,1245,3.915,3.26791603132343,NA,3.26791603132343,3.915,NA
1,111477,"3","5","4","1",6910.865179,"3","0","1","0",NA,"0",3458.71748794176,96.8602330345417,3458.71748794176,0.726,0.636614908473185,0.726,0.636614908473185,0.726,0.726
1,111482,"3","1","4","5",1498.1843441,"5","0","2","1",NA,"0",717.661431233348,31.8842546271758,717.661431233348,1.384,1.07606671201274,NA,0.86022823421646,1.11833333333333,NA
1,111483,"1","5","4","1",42404.886807,"1","0","1","0",NA,"0",5889,370.183342063908,5889,1.574,1.1549498967164,NA,1.27578170546067,1.7384,NA
1,111496,"4","2","3","1",3051.7769031,"1","0","3","0",NA,"0",2000,88.8559792669382,2000,15.314,11.050399331564,NA,11.050399331564,15.314,NA
1,111499,"3","1","2","5",27528.633265,"3","0","2","0",NA,"0",0,0,0,0.46,0.372491398214424,0.46,0.38119349934441,0.457,0.457
1,111507,"5","1","1","5",2186.0037457,"5","0","3","1","0","0",1678,133.086582947786,1678,1.361,0.675179962871825,0.8,0.496704900721125,0.997666666666667,0.615666666666667
1,111513,"3","1","1","5",11764.3178,"1","0","2","1",NA,"1",2602.81589218,206.436158005023,2602.81589218,4.999,4.0168048812507,NA,4.0168048812507,4.999,NA
1,111523,"4","1","4","5",21483.760244,"1","0","2","1",NA,"1",2200,174.487772637145,2200,14.036,11.1196726826805,NA,NA,NA,NA
1,111526,"4","1","2","1",79687.910678,"3","0","1","0",NA,"1",1566.70375944033,168.311952670402,1566.70375944033,NA,NA,NA,NA,NA,NA
1,111527,"3","1","4","5",13457.826117,"3","0","3","0","0","0",1648.96379184038,177.149198765305,1648.96379184038,0.26,0.176878850312853,0.26,0.176878850312853,0.26,0.26
1,111534,"4","1","1","5",6639.5572857,"2","0","4","1",NA,"0",2080,58.2497082847141,2080,1.973,0.619895370353654,1.032,0.619895370353654,1.973,1.032
1,111535,"2","4","6","5",80254.069028,"3","0","1","0",NA,"0",4712,373.721083939194,4712,0.708,0.47135185775773,0.708,4.63353809952476,5.59066666666667,NA
1,111536,"2","1","3","5",6087.446786,"2","0","3","1",NA,"1",1200,95.1751487111699,1200,21.043,17.9779658802418,NA,10.267218230814,12.244,NA
1,111541,"2","5","2","1",1817.1401084,"1","1","3","1",NA,"0",3000,133.283968900407,3000,1.096,0.956520538684249,1.094,1.27713752404657,1.75625,NA
1,111543,"1","2","2","5",21419.706176,"5","0","2","1",NA,"0",845,53.1168150864327,845,2.186,1.53059075276057,NA,NA,NA,NA
1,111554,"4","1","1","1",3851.7394942,"4","0","3","1",NA,"1",1516.662,162.935935541629,1516.662,NA,NA,NA,NA,NA,NA
1,111555,"1","1","4","5",46225.556959,"1","0","1","0",NA,"0",8885.57361755492,558.548367787633,8885.57361755492,NA,NA,NA,NA,NA,NA
1,111557,"3","5","4","5",76729.857116,"5","1","1","0",NA,"0",2490.14993615096,267.518345871186,2490.14993615096,1.261,0.830202754871063,1.183,1.88529460648256,2.6265,NA
1,111558,"2","1","4","5",28173.637432,"1","0","1","0",NA,"1",6020,313.405639913232,6020,14.97,12.929870510913,NA,12.2968542783365,14.273,NA
1,111562,"2","4","6","5",13991.342381,"1","0","1","0",NA,"0",9800,435.394298407997,9800,0.235,0.199460208343087,0.235,1.18931595038818,2.04775,NA
1,111563,"4","5","3","1",5146.10581,"5","1","1","0",NA,"0",5110,197.998062641266,5110,5.548,3.87653366422258,NA,3.07357070473004,4.465,NA
1,111565,"4","2","4","1",11618.689414,"1","0","4","0",NA,"0",9324,485.41431670282,9324,3.278,3.06128025896696,NA,1.9874287399398,3.334,NA
1,111566,"2","1","5","5",1655.7686124,"1","0","2","1",NA,"1",1680,74.6390225842281,1680,2.124,1.99850164254914,NA,0.81806302362124,0.945,NA
1,111573,"3","1","1","5",4958.89476,"1","0","3","0",NA,"0",2229,176.787838730998,2229,8.422,6.71732399024671,NA,6.74698404566318,8.467,NA
1,111575,"2","5","5","5",10216.006726,"1","1","3","0","0","0",1817.92050967855,94.6422824995339,1817.92050967855,2.307,1.8162041544698,NA,NA,NA,NA
1,111576,"3","4","5","5",25015.293328,"1","0","1","0",NA,"0",2800,145.770065075922,2800,0.646,0.456163641970395,0.646,0.730461530979328,0.8698,NA
1,111577,"4","5","3","1",9496.4651959,"1","1","2","0",NA,"0",6143.33,211.050558259376,6143.33,1.699,1.68874760136438,NA,2.61980901196638,3.3785,NA
1,111579,"2","1","4","5",5677.9100891,"2","0","2","1","0","0",930,99.9104744852282,930,0.39,0.303284702892834,0.39,0.303284702892834,0.39,0.39
1,111588,"3","1","4","5",14027.360959,"1","0","1","0",NA,"0",10583,410.061349693251,10583,1.709,1.18384953668852,NA,0.624939497403036,0.93,NA
1,111589,"2","1","4","1",23621.832767,"5","0","1","0",NA,"0",5320,421.943159286186,2520,0.78,0.485910478452894,0.735,0.485910478452894,0.78,0.735
1,111591,"3","1","3","5",14939.924942,"1","1","2","0",NA,"1",5600,352.016762702986,5600,NA,NA,NA,NA,NA,NA
1,111592,"3","2","3","1",5247.545881,"1","0","1","1",NA,"0",3684,163.6727138097,3684,1.332,1.18151590988677,NA,1.18151590988677,1.332,NA
1,111593,"3","2","3","3",5830.0761213,"3","0","3","1",NA,"0",1535.37350226045,96.5137874652981,675.231552780227,1.488,1.24448930661934,NA,NA,NA,NA
1,111596,"2","1","6","5",11944.792647,"1","0","1","0",NA,"0",9099.99999999999,473.752711496746,9099.99999999999,1.555,1.29508343239476,NA,3.3507620074883,4.67925,NA
1,111609,"3","1","4","1",11479.792772,"3","0","1","1",NA,"1",1838,197.457475380483,1838,NA,NA,NA,NA,NA,NA
1,111611,"1","1","4","5",36618.156034,"2","0","1","0",NA,"0",1580,169.740376007162,1580,3.121,2.31136903605406,NA,4.52633049549596,6.773,NA
1,111612,"3","4","3","5",3468.6467971,"1","0","1","1",NA,"0",2800,124.398370973713,2800,1.264,0.721914139920425,1.14,0.721914139920425,1.264,1.14
1,111613,"1","1","3","1",2571.3937836,"1","1","2","0",NA,"0",3320,147.500925583117,3320,1.066,0.965680977930285,1.066,1.0519320229509,1.27257142857143,NA
