"PNUM","HHNUM","HEALTHSTATUS","RACECAT_R","EDUCCAT","EMPLOYMENT","HHWGT","MARITAL","HISPANIC","adltfscat","snapnowhh","caraccess","rural","inchhavg_r","pctpovguidehh_r","incfamavg_r","placedist_d","placedist_s","placedist_w","avg_dist_S","avg_dist_D","avg_dist_w"
1,101426,"4","2","3","1",6150.3463948,"1","0","1","0",NA,"1",2480,155.893137768465,2480,3.816,2.5375491429831,NA,3.79249023506392,5.27966666666667,NA
1,101431,"4","2","4","1",9186.4749432,"4","0","1","0",NA,"0",3000,156.182212581345,3000,3.748,3.02107593368519,NA,1.73378081006415,2.29833333333333,NA
1,101442,"4","2","4","1",3587.160828,"5","0","4","0",NA,"0",3060,242.696629213483,1800,10.115,7.91585991286304,NA,5.92018977822726,7.598,NA
1,101449,"3","1","4","1",13267.868872,"5","0","2","0","0","0",1600,126.90019828156,900,0.305,0.183866849484204,0.239,0.183866849484204,0.305,0.239
1,101450,"3","2","3","1",20993.326944,"1","0","1","1",NA,"0",6200,389.732844421163,6200,5.435,4.40504863539916,NA,4.40504863539916,5.435,NA
1,101451,"2","1","4","1",1898.1674117,"1","0","2","1",NA,"1",87.9222111221032,4.57729515603141,87.9222111221032,NA,NA,NA,NA,NA,NA
1,101456,"3","1","4","5",5067.4131557,"1","0","2","1",NA,"0",2520,158.407543216344,2520,0.423,0.327639074257715,0.423,NA,NA,NA
1,101459,"3","1","2","1",6029.2479862,"1","0","2","0",NA,"1",3080,193.609219486642,3080,25.359,20.932598427476,NA,28.4135271818325,37.452,NA
1,101460,"5","1","4","5",2187.2483886,"3","1","4","1",NA,"0",1250,78.5751702462022,0,3.009,2.25414555947094,NA,2.25414555947094,3.009,NA
1,101469,"4","1","6","1",32242.893912,"5","0","1","0",NA,"1",25650,2034.36880370126,17333,1.408,0.280748983903606,1.408,0.280748983903606,1.408,1.408
1,101478,"4","1","3","5",2740.506113,"5","0","1","1",NA,"1",2071,164.256444150694,2071,NA,NA,NA,NA,NA,NA
1,101481,"4","1","1","1",3216.7295315,"5","1","4","0",NA,"0",2600,100.742654181466,2600,22.225,16.1530415982971,NA,9.73102452433471,12.75,NA
1,101492,"3","1","4","1",32480.474978,"1","0","1","0",NA,"1",8231.58184734989,652.868355374743,8231.58184734989,6.964,5.35214464057114,NA,5.35214464057114,6.964,NA
1,101494,"1","1","6","5",41898.904905,"1","0","1","0",NA,"1",12188,966.662260409782,12188,3.546,2.4456285975837,NA,2.4664591054476,3.162,NA
1,101498,"5","1","3","5",12643.473193,"5","0","1","1",NA,"1",600,64.4583706356312,600,NA,NA,NA,NA,NA,NA
1,101499,"4","1","3","5",3858.8410997,"3","0","2","1",NA,"0",1718.78335848703,136.321218121906,4.97935359213929,2.88,2.00797880074787,NA,NA,NA,NA
1,101500,"2","1","4","1",47140.959417,"5","0","1","0",NA,"0",5002,396.721744877726,2601,2.023,1.33097548884124,NA,144.188237909574,194.2075,NA
1,101501,"3","1","3","1",28742.462001,"5","1","1","0",NA,"0",2620,207.799074686054,2620,1.307,1.11143763683021,NA,1.21599042001626,1.4634,NA
1,101502,"2","1","4","1",3899.3537367,"1","0","4","1",NA,"1",805,41.9088937093276,805,4.025,1.81292663620887,NA,3.47669962152904,5.24533333333333,NA
1,101503,"3","1","1","5",7116.5703259,"1","1","2","0",NA,"0",2426.662,126.333813449024,2426.662,0.768,0.549561846129999,0.768,2.1299553381751,2.973,NA
1,101519,"4","1","3","1",5355.581435,"1","0","1","1",NA,"1",2280,143.321110529073,2280,4.957,3.63607939477024,NA,3.63607939477024,4.957,NA
1,101521,"2","1","4","5",213519.19402,"3","0","1","0",NA,"1",1517,162.972247090421,1517,NA,NA,NA,NA,NA,NA
1,101523,"2","5","5","1",9861.847905,"1","1","3","0",NA,"0",2310,145.206914614982,2310,0.663,0.454969917866352,0.663,0.892384224519555,1.24,NA
1,101524,"3","1","4","5",33049.225028,"3","0","1","0",NA,"1",1480,117.382683410443,1480,11.434,5.41901704916433,NA,5.41901704916433,11.434,NA
1,101525,"3","1","5","5",14782.593698,"1","1","2","0",NA,"0",5600,291.540130151844,5600,220.11,174.013358901811,NA,44.1520657061806,56.066,NA
1,101530,"3","4","3","1",7503.4228434,"1","0","3","0",NA,"0",3780,299.801718440185,3780,1.719,1.38059920500969,NA,0.764593217486059,1.034875,NA
1,101531,"5","1","3","5",23479.901,"1","1","1","1",NA,"0",1068,84.7058823529412,1068,11.994,11.0333248363654,NA,NA,NA,NA
1,101537,"2","1","5","1",31572.641485,"1","0","1","0",NA,"0",4620,366.424322538004,4620,4.508,2.96729375962445,NA,2.96729375962445,4.508,NA
1,101541,"4","1","1","1",3886.6488541,"5","1","3","1",NA,"0",2020,105.162689804772,2020,4.925,4.40491910487358,NA,4.09681944109624,5.10633333333333,NA
1,101542,"1","1","4","5",42168.168032,"1","0","1","0",NA,"1",6160,320.694143167028,6160,14.869,11.124644261793,NA,11.124644261793,14.869,NA
1,101543,"3","1","6","1",124022.01714,"5","0","1","0",NA,"0",1700,182.632050134288,1700,2,1.5187593627903,NA,1.5187593627903,2,NA
1,101552,"3","1","3","1",34750.530445,"5","1","4","1",NA,"0",600,64.4583706356312,600,2.659,1.98231609890732,NA,1.84934495888135,2.695,NA
1,101557,"2","1","5","5",11296.291895,"2","0","1","0",NA,"0",3954.92273295344,313.675299375025,3954.92273295344,1.849,1.39305883138552,NA,1.39305883138552,1.849,NA
1,101559,"3","1","4","1",13399.320193,"5","1","1","0",NA,"0",6661.65051988016,346.81043921285,6661.65051988016,2.727,1.88113149178303,NA,1.88113149178303,2.727,NA
1,101560,"4","1","2","5",3468.4938966,"1","1","3","1",NA,"0",6020,206.813627254509,3220,0.946,0.587202832601527,0.946,0.943834549973582,1.434,NA
1,101570,"4","1","6","1",64443.212265,"1","0","1","0",NA,"1",8013,635.532055518837,8013,6.505,5.30361886340626,NA,5.30361886340626,6.505,NA
1,101574,"5","1","3","5",13739.313034,"2","0","4","1",NA,"0",686,73.6974037600716,686,19.19,18.1910945947743,NA,6.80590813743037,7.28533333333333,NA
1,101575,"2","1","5","1",72264.56991,"3","0","1","0",NA,"1",5411.43367476686,581.353662463763,5411.43367476686,NA,NA,NA,NA,NA,NA
1,101576,"4","5","1","1",3235.2683143,"3","1","1","1",NA,"0",1516.67,67.3825990373936,1516.67,1.073,0.620006575090039,0.669,8.28350830289985,11.1523333333333,NA
1,101580,"2","1","4","5",43845.184037,"1","0","2","0",NA,"0",2287.42957901897,143.788134878091,2287.42957901897,10.204,6.74742395463831,NA,NA,NA,NA
1,101581,"3","1","4","2",65761.097543,"3","0","2","0",NA,"0",863.755690780416,92.7938074249328,863.755690780416,2.996,2.52911167924447,NA,2.46793908682716,3.07266666666667,NA
1,101585,"3","1","6","1",89934.919085,"5","0","1","0","1","0",5800,623.097582811101,5800,0.239,0.178368575499765,0.239,0.163728904690953,0.2238,0.2238
1,101586,"4","1","3","1",16248.400565,"5","0","3","1",NA,"0",1668.338,104.871953902567,1668.338,1.199,0.934151356481757,1.152,0.934151356481757,1.199,1.152
1,101590,"3","1","4","1",10823.426663,"1","1","2","0",NA,"0",3400,177.006507592191,3400,0.787,0.56255466030631,0.736,0.43430460071444,0.583666666666667,0.549666666666667
1,101591,"2","1","6","1",37182.962183,"3","0","1","0",NA,"1",18258,1448.08988764045,3258,30.294,22.4077263964928,NA,15.2154389192946,20.9296666666667,NA
1,101598,"3","4","5","5",9357.1353858,"1","0","1","0",NA,"0",3958.16366368805,313.932346095549,3958.16366368805,1.058,0.6449996873843,0.731,NA,NA,NA
1,101599,"4","1","4","5",4291.2641131,"3","0","4","1",NA,"1",1396,110.720423000661,1396,NA,NA,NA,NA,NA,NA
1,101601,"2","2","5","1",57527.906152,"5","0","1","0",NA,"0",3918.92570914923,310.820280963587,3918.92570914923,NA,NA,NA,NA,NA,NA
1,101602,"2","1","4","1",24484.012664,"1","0","1","0",NA,"0",3948.99,248.23404924044,3948.99,31.612,16.1924452017944,NA,18.3834919554235,27.633,NA
1,101603,"2","1","5","1",41310.583898,"1","0","1","0",NA,"1",25650,1335.3579175705,25520.19,5.693,3.81628215959253,NA,3.46351544115028,5.591,NA
1,101608,"4","1","4","5",5362.793666,"3","1","1","0",NA,"0",3669.97342891657,291.075222385981,3669.97342891657,0.973,0.834425669050121,0.97,0.795252254120897,0.9335,0.9305
1,101609,"4","1","3","5",31189.413933,"2","0","1","0",NA,"0",1180,126.768128916741,1180,NA,NA,NA,NA,NA,NA
1,101611,"1","2","5","2",11017.662512,"5","0","2","0",NA,"0",949.014916785859,59.6552069221074,949.014916785859,7.8,6.71201316379772,NA,4.78179770130999,5.747,NA
1,101618,"3","2","4","1",83421.236244,"1","0","1","0",NA,"0",7840,408.156182212581,7840,4.243,3.1119468361534,NA,3.9250759823315,5.2195,NA
1,101624,"3","1","1","1",9489.1727972,"5","1","1","0",NA,"0",3620,227.553693033002,3620,0.306,0.279769925665661,0.29,0.584091786999386,0.7332,0.6452
1,101625,"1","1","4","1",90337.773663,"1","0","1","0",NA,"1",2572,276.311548791405,2572,4.71,3.35936248173925,NA,3.35936248173925,4.71,NA
1,101626,"4","2","4","5",14150.683084,"3","0","4","1",NA,"0",1416,112.30667547918,1416,2.693,2.31253532465335,NA,2.79751693047092,3.88925,NA
1,101630,"2","1","5","1",21119.316933,"1","0","1","0",NA,"0",9000.00000000001,399.851906701222,9000.00000000001,0.761,0.576936645780438,0.654,1.31353609704675,1.763,NA
1,101631,"4","5","3","5",2981.7254589,"5","1","2","1","0","0",826.400906408744,43.0230406807155,826.400906408744,5.213,3.58848008978897,NA,1.79195926714624,2.43077777777778,NA
1,101636,"1","1","4","1",25526.12562,"5","0","1","0",NA,"0",910,57.2027239392352,910,4.551,2.20971361561763,NA,2.20971361561763,4.551,NA
1,101637,"2","1","4","1",28757.188854,"2","0","2","0",NA,"0",3943.338,312.756483807006,3943.338,3.165,2.01023018853894,NA,2.01023018853894,3.165,NA
1,101638,"3","2","5","5",26867.475602,"4","0","2","1",NA,"1",699,75.0940017905103,699,15.961,12.7048398628477,NA,7.16331579958223,8.8945,NA
1,101640,"4","2","1","1",2918.7587046,"1","0","2","0",NA,"0",2720,105.392315143687,2720,1.947,1.66740171253395,NA,1.66740171253395,1.947,NA
1,101643,"2","2","4","1",1694.7918182,"5","0","1","0",NA,"0",1100,69.1461498166579,400,NA,NA,NA,NA,NA,NA
1,101652,"3","1","4","1",2982.9930294,"5","0","2","1",NA,"0",3921.91,204.177527114967,2296.91,3.932,2.87532644517269,NA,1.4711350413539,1.986,NA
1,101656,"4","1","4","1",28897.782836,"3","0","1","0",NA,"0",4690,371.976206212822,4690,NA,NA,NA,NA,NA,NA
1,101661,"2","1","5","3",8441.3578058,"1","0","1","0",NA,"0",3150,198.00942902043,3150,1.038,0.572322058568119,1.038,0.572322058568119,1.038,1.038
1,101663,"4","5","3","5",17802.037963,"5","1","3","1",NA,"0",4099,257.663698271346,3651,0.158,0.149073926544245,0.158,0.500627765234634,0.616,0.616
1,101664,"2","1","4","1",55721.522168,"1","0","1","0",NA,"1",5822,461.758096497026,5822,6.516,5.06138098796275,NA,NA,NA,NA
1,101668,"4","1","1","1",5187.9105748,"5","0","1","1","1","1",1150,91.2095175148711,1150,0.283,0.197940255496351,0.26,0.197940255496351,0.283,0.26
1,101669,"3","1","4","1",55034.154347,"3","0","4","0",NA,"0",6081,382.252488213725,6081,1.175,0.674646418942683,0.859,0.674646418942683,1.175,0.859
1,101670,"3","1","6","1",115593.20064,"3","0","1","0",NA,"1",5380,338.187532739654,5380,17.598,16.3945613988387,NA,NA,NA,NA
1,101678,"2","1","4","5",6147.8566268,"1","0","2","1",NA,"1",2761.2,143.75010845987,2761.2,7.474,5.53902244916077,NA,NA,NA,NA
1,101680,"3","4","6","1",3712.0311344,"1","0","1","0",NA,"0",3900,418.979409131602,3900,0.824,0.584970710963925,0.823,2.70050847538396,3.81425,NA
1,101682,"4","2","1","5",2538.4492094,"4","0","1","1",NA,"1",872.982591132,33.825608955712,872.982591132,1.936,1.42002167634471,NA,3.24116314059065,4.00721428571429,NA
1,101690,"3","1","3","1",9918.5650167,"2","1","4","0",NA,"0",3496,219.759036144578,3496,2.72,2.22975983168784,NA,2.22975983168784,2.72,NA
1,101693,"3","1","3","3",1690.6506728,"3","0","2","1",NA,"1",0,0,0,NA,NA,NA,NA,NA,NA
1,101697,"3","1","5","5",16974.944684,"5","0","1","0",NA,"0",1400,150.402864816473,1400,5.07,4.17631634029976,NA,NA,NA,NA
1,101703,"2","1","4","5",118633.73879,"4","0","1","0",NA,"1",5922.31700056,636.23817373966,5922.31700056,15.14,11.0247018522823,NA,5.26259957118086,7.6644,NA
1,101705,"3","1","4","5",11473.473751,"5","0","1","0",NA,"1",2422,192.095175148711,2422,4.164,3.67042783760357,NA,2.97456539696469,3.388,NA
1,101709,"3","1","3","1",29262.520703,"3","0","1","0",NA,"1",3033.338,325.873375111907,3033.338,NA,NA,NA,NA,NA,NA
1,101712,"3","1","4","1",109480.16443,"1","1","2","0",NA,"0",5024.88,261.598958785249,5024.88,2.367,1.84337611237234,NA,1.50282586514404,2.0175,NA
1,101713,"2","1","4","5",9117.8913346,"1","0","1","0",NA,"1",4589,288.465165007858,4589,15.017,10.4058247044557,NA,NA,NA,NA
1,101718,"2","2","5","2",16862.639976,"3","0","1","0",NA,"0",2730,171.608171817706,2730,8.891,7.54451634893052,NA,6.19891381102192,7.0365,NA
1,101719,"4","1","3","1",19706.457517,"5","0","4","1",NA,"0",1759.338,189.006768128917,1759.338,5.223,3.93758287555735,NA,3.93758287555735,5.223,NA
1,101729,"2","5","3","5",9329.9275345,"3","1","2","0",NA,"0",1800,93.709327548807,0,1.936,1.04149348816083,NA,1.04149348816083,1.936,NA
1,101730,"4","1","4","1",26387.14269,"3","0","2","0",NA,"0",1415.484,152.066320501343,1415.484,NA,NA,NA,NA,NA,NA
1,101738,"3","1","4","5",6886.8325592,"1","0","1","0",NA,"0",3640.11675985298,189.507163202758,3640.11675985298,5.581,4.18106900700068,NA,1.81669048155108,2.40933333333333,NA
1,101739,"1","1","3","3",12487.425943,"5","0","1","0",NA,"1",1087.67,86.2659616655651,1087.67,NA,NA,NA,NA,NA,NA
1,101744,"2","1","3","3",1926.0643799,"5","0","3","1",NA,"1",724.353578050814,57.4503829253785,724.353578050814,128.344,101.656820602868,NA,55.8375298615847,69.9615,NA
1,101749,"3","1","5","1",2278.93821,"5","0","3","0",NA,"0",2606.8,206.752148050231,2046.8,NA,NA,NA,NA,NA,NA
1,101750,"2","1","5","1",36724.183778,"1","0","1","0",NA,"0",5666.67,449.438466622604,5666.67,4.553,3.79316848626549,NA,3.79316848626549,4.553,NA
1,101752,"3","1","5","5",6247.837166,"1","0","1","0",NA,"0",4129,183.443169196594,4129,16.274,9.90686614991253,NA,5.19227804684991,8.47,NA
1,101756,"2","1","2","1",12662.008627,"1","1","1","0",NA,"0",11636.2690869678,516.976042368063,11636.2690869678,1.245,0.790054820993735,1.161,0.790054820993735,1.245,1.161
1,101757,"2","1","3","5",2403.3020799,"4","0","2","1",NA,"1",2145,170.125578321216,2145,3.009,2.84614950486836,NA,2.84614950486836,3.009,NA
1,101758,"3","1","3","1",7856.4513511,"1","0","2","0",NA,"0",2096,166.239259748843,2096,NA,NA,NA,NA,NA,NA
1,101759,"3","1","4","5",11473.473751,"5","0","1","0",NA,"1",2600,206.212822207535,1300,0.71,0.489521937991933,0.678,NA,NA,NA
1,101761,"3","1","3","3",9358.9242126,"1","0","2","0",NA,"0",1687,74.9500185116623,1687,1.345,0.944652154983015,1.335,1.97727786374512,2.58733333333333,NA
1,101763,"4","1","6","1",30524.100851,"3","0","1","0",NA,"0",8000,859.444941808415,8000,0.636,0.360669840960804,0.441,0.360669840960804,0.636,0.441
1,101771,"4","1","4","3",9652.7080112,"5","0","4","0",NA,"0",936.975293432454,74.3139690759382,936.975293432454,NA,NA,NA,NA,NA,NA
1,101776,"2","1","3","5",25385.233308,"4","0","1","0",NA,"0",2660,285.765443151298,2660,1.249,0.802722957685,1.259,0.802722957685,1.249,1.259
1,101777,"2","1","3","1",79303.254657,"1","0","1","0",NA,"1",13383.33,841.277946568884,13383.33,6.417,5.01789757444417,NA,5.01789757444417,6.417,NA
1,101784,"3","1","4","3",4145.4734078,"1","0","3","1",NA,"0",2158.338,83.6294995156603,2158.338,11.294,7.1512610361421,NA,3.96658681992872,6.1905,NA
1,101785,"3","2","4","5",9745.6148759,"5","0","2","0",NA,"1",2848,179.025667888947,2848,6.93,4.86129181531164,NA,4.55075276072303,6.33533333333333,NA
1,101790,"4","1","3","5",15818.642607,"5","0","4","1",NA,"0",5151,158.940601697094,5151,1.328,0.576366751159407,0.637,0.576366751159407,1.328,0.637
1,101794,"1","1","2","5",5020.7831299,"1","1","1","1",NA,"0",2256,100.229544613106,2256,0.093,0.0932854196300512,0.093,0.0932854196300512,0.093,0.093
1,101795,"3","2","4","3",8565.419977,"5","0","2","0",NA,"0",1600.536212768,100.609924322766,1600.536212768,NA,NA,NA,NA,NA,NA
1,101797,"1","1","4","5",20356.828299,"1","1","1","0",NA,"0",5040.57099589548,262.415843604103,5040.57099589548,2.502,2.28990018961763,NA,11.6619088097182,16.8116,NA
1,101803,"2","2","3","1",15601.492696,"4","0","2","0",NA,"0",3390,364.189794091316,3390,3.108,2.57416630442288,NA,3.99912826658466,5.005,NA
1,101812,"3","1","3","1",23467.796878,"1","0","1","0",NA,"0",5300,333.158721843897,5300,45.648,29.1925365753488,NA,29.1925365753488,45.648,NA
1,101815,"4","1","2","5",38012.482156,"1","0","1","0",NA,"1",6711.95782046137,421.914582742464,6711.95782046137,10.804,7.91779105783342,NA,14.7556902289089,17.77825,NA
1,101824,"2","2","4","5",22206.206136,"5","0","3","0",NA,"0",362.132726666219,38.9041425245714,362.132726666219,NA,NA,NA,NA,NA,NA
1,101825,"4","2","4","1",44283.817222,"5","0","1","0",NA,"0",1292.39268150577,102.503054712949,1292.39268150577,NA,NA,NA,NA,NA,NA
1,101828,"2","1","5","5",1971.2675875,"1","0","1","1",NA,"0",2100,132.00628601362,2100,1.952,1.20530746381313,NA,0.713859526428178,1.067,NA
1,101829,"4","1","4","5",10604.32579,"3","0","4","1",NA,"0",768,48.2765845992666,768,1.614,1.25564310066163,NA,1.38961139380554,1.71933333333333,NA
1,101831,"3","1","4","5",27595.848076,"1","0","1","0",NA,"1",3782.73120468229,168.059142747825,3782.73120468229,NA,NA,NA,NA,NA,NA
1,101833,"2","1","5","1",32911.431091,"1","0","1","0",NA,"1",10163,638.847564169722,10163,NA,NA,NA,NA,NA,NA
1,101840,"5","1","1","5",2019.978151,"1","0","3","1",NA,"1",1500,118.968935888962,1500,5.653,3.20211473663189,NA,3.20211473663189,5.653,NA
1,101844,"3","5","5","5",43510.350911,"1","1","1","0",NA,"0",2747.12058820819,217.881342091859,2747.12058820819,3.629,2.78587141228971,NA,2.29134841107913,2.958,NA
1,101845,"3","1","5","1",6466.9357064,"4","0","3","0",NA,"0",2736,216.999339061467,2736,3.1,2.32855105165048,NA,2.32855105165048,3.1,NA
1,101856,"3","1","2","3",3925.3281953,"1","1","2","1","1","0",1533.32556720264,96.3850539886419,1533.32556720264,0.846,0.346097108021755,0.45,1.57912596591677,2.6685,NA
1,101857,"1","1","1","5",9947.7740324,"5","1","2","0","1","0",4014.1310379825,137.903156186058,4014.1310379825,0.356,0.26583230272751,0.304,3.50400943403867,3.9444,NA
1,101859,"2","1","4","5",13091.51862,"2","0","2","0",NA,"1",1500,161.145926589078,1500,NA,NA,NA,NA,NA,NA
1,101862,"3","6","3","5",67545.234604,"1","0","1","0",NA,"0",8262.95687593277,367.106562425743,8262.95687593277,3.419,2.38963511176046,NA,12.0406238061312,14.1033333333333,NA
1,101870,"3","4","5","3",8613.1743029,"1","0","3","0",NA,"0",3513.27099434857,220.844693201586,3513.27099434857,17.374,9.37118615257008,NA,NA,NA,NA
1,101874,"3","1","4","1",50374.902591,"1","0","1","0",NA,"1",4385.33,275.662441068622,4385.33,9.657,7.89150817007484,NA,5.88754133698601,7.51625,NA
1,101880,"3","1","1","5",3681.9908685,"1","1","2","0",NA,"0",2456.14263678229,95.16858779912,2456.14263678229,1.458,0.650825316273915,1.378,0.845766020358576,1.5916,NA
1,101881,"2","1","4","5",6589.5970446,"5","0","1","1",NA,"0",1219,130.957923008057,1219,1.074,0.719783560782187,0.818,0.719783560782187,1.074,0.818
1,101888,"3","1","4","5",94050.661508,"3","0","3","0",NA,"1",1403,150.725156669651,1403,7.896,4.29924699498847,NA,4.29924699498847,7.896,NA
1,101889,"3","1","5","1",8568.5903551,"2","0","2","0",NA,"0",5676.67,295.531626898048,3943.34,0.93,0.720710612698983,0.931,0.720710612698983,0.93,0.931
1,101890,"2","1","3","5",30816.956775,"1","0","2","0",NA,"1",3640,189.501084598698,3640,6.375,5.35506130764677,NA,5.58167901216972,6.866,NA
1,101895,"5","1","4","5",8931.6173513,"2","0","2","0",NA,"1",1222,131.280214861235,1222,3.547,2.7681706102684,NA,2.7681706102684,3.547,NA
1,101896,"3","1","3","5",13802.804402,"1","1","3","0",NA,"0",1600,83.2971800433839,1600,7.752,5.54554745720873,NA,4.92070224276726,6.6865,NA
1,101906,"5","5","2","5",15670.017125,"1","1","1","0",NA,"0",2211.39941747064,139.008868568086,2211.39941747064,2.862,1.99274730276224,NA,2.76826199294065,4.10885714285714,NA
1,101908,"2","1","5","5",68458.639397,"1","0","1","0",NA,"0",4451,353.020489094514,4451,0.89,0.757726940013394,0.89,1.20980714730865,1.603,NA
1,101918,"3","1","4","5",16112.82474,"2","0","2","0",NA,"0",1477,158.675022381379,1477,1.378,1.21262891661522,NA,1.8190607296804,2.1365,NA
1,101919,"1","4","5","1",1260.8846039,"5","0","2","0",NA,"0",1050,66.0031430068099,1050,0.782,0.555199403734456,0.781,0.555199403734456,0.782,0.781
1,101923,"1","1","3","5",12329.371437,"5","0","3","0","0","0",854,91.7457475380484,854,0.802,0.582833558067651,0.802,0.545930737530529,0.728333333333333,0.728333333333333
1,101924,"3","5","3","5",9112.2377613,"5","0","2","1","0","0",0,0,0,0.959,0.559565514242748,0.731,0.559565514242748,0.959,0.731
1,101931,"3","4","5","1",11602.34723,"1","0","3","0",NA,"0",2468.2,128.496312364425,2468.2,NA,NA,NA,NA,NA,NA
1,101932,"5","1","4","5",6266.8609945,"5","0","1","0",NA,"1",2240,140.806705081194,2240,2.023,1.85865253988837,NA,2.73693145860358,3.2675,NA
1,101933,"2","1","5","1",57643.758622,"1","0","1","0",NA,"0",5400,339.444735463593,5400,5.177,4.0389340323841,NA,4.0389340323841,5.177,NA
1,101934,"4","2","4","5",15420.785961,"2","0","3","1",NA,"0",2740.60687611216,142.678015242282,2740.60687611216,3.302,1.00330217625801,NA,0.859944079591634,1.846,NA
1,101935,"2","1","4","1",7450.0593312,"1","0","3","0",NA,"1",3395.16,176.75453362256,3395.16,13.358,9.99441983498704,NA,9.99441983498704,13.358,NA
1,101941,"3","1","1","5",9401.9908014,"1","1","1","0",NA,"0",2599.992,135.357501084599,2599.992,2.966,2.36720479327722,NA,2.72659352605864,3.809,NA
1,101945,"3","1","6","1",3427.1169321,"3","0","3","0",NA,"0",3200,109.93415402233,400,1.381,1.08103142518163,NA,1.35780130047561,1.85283333333333,NA
1,101953,"4","1","3","5",66166.134423,"1","0","1","0",NA,"0",4592.462,364.24021150033,4592.462,14.638,10.9090401316968,NA,6.29198558257889,8.237,NA
1,101955,"2","1","6","1",56781.714135,"5","0","1","0",NA,"0",8400,528.025144054479,4900,3.842,3.18251969561398,NA,2.6547324088688,3.8215,NA
1,101972,"4","2","4","5",21909.811591,"4","0","3","0",NA,"0",2000,125.720272393923,2000,0.497,0.426672905338016,0.497,0.643215149579397,0.9836,NA
1,101973,"3","1","3","5",2116.2867981,"3","0","3","1",NA,"0",3407,270.218109715796,3407,1.936,1.51965594879354,NA,1.51965594879354,1.936,NA
1,101982,"4","2","2","5",4431.7848158,"4","0","2","1",NA,"0",944,41.9400222139948,944,NA,NA,NA,NA,NA,NA
1,101983,"5","1","2","5",13290.125209,"2","0","2","0","0","0",854,91.7457475380484,854,0.256,0.179894766170002,0.256,0.179894766170002,0.256,0.256
1,101986,"3","1","4","5",23476.964101,"1","0","1","0",NA,"0",3700,164.383561643836,3700,5.675,4.23288087947036,NA,4.23288087947036,5.675,NA
1,101987,"4","1","3","5",2567.8660806,"3","0","2","0",NA,"1",1913,151.72504957039,813,11.666,8.91539209144921,NA,8.91539209144921,11.666,NA
1,101989,"1","1","4","5",35187.550698,"3","0","1","0",NA,"0",1108,119.033124440466,1108,3.752,3.3511260690739,NA,NA,NA,NA
1,101995,"3","1","3","1",104214.93695,"3","0","1","0",NA,"1",8680,688.433575677462,4200,4.653,4.21209438968001,NA,4.21209438968001,4.653,NA
1,102001,"5","1","4","3",2777.3241197,"5","0","1","0",NA,"0",541.230043587145,58.144677914465,541.230043587145,NA,NA,NA,NA,NA,NA
1,102008,"1","1","4","2",42951.911848,"1","0","1","0",NA,"0",6934.60583872383,550.001784961573,6934.60583872383,3.354,3.32200383318947,NA,3.32200383318947,3.354,NA
1,102010,"4","2","4","1",16803.224368,"5","0","2","0",NA,"0",3640,228.810895756941,3640,NA,NA,NA,NA,NA,NA
1,102023,"3","1","4","1",18303.362827,"5","0","1","0",NA,"0",1960,210.564010743062,1960,0.465,0.339002225429796,0.465,0.339002225429796,0.465,0.465
1,102024,"4","1","4","5",4149.5074462,"3","0","2","1",NA,"1",0,0,0,41.019,31.9132748028036,NA,31.9132748028036,41.019,NA
1,102025,"2","1","4","1",6664.6416138,"1","0","2","0",NA,"0",2968.34,235.426834104428,2968.34,2.446,0.754895309913333,1.056,NA,NA,NA
1,102027,"2","1","3","5",12292.260671,"1","0","1","0",NA,"1",2546,201.929940515532,2546,4.866,1.95785508972313,NA,11.2927885170054,15.3483333333333,NA
1,102038,"3","2","4","1",5475.8993859,"3","0","3","0",NA,"0",2800,222.07534699273,2800,1.244,0.549585189388028,1.162,0.549585189388028,1.244,1.162
1,102045,"3","1","1","5",4351.5889599,"1","0","3","0",NA,"1",1000,79.3126239259749,1000,12.516,10.8116590523984,NA,8.8855561448839,10.4245714285714,NA
1,102047,"2","1","3","1",4942.7454262,"5","0","4","1",NA,"0",1470,116.589557171183,1470,3.652,2.24147344563073,NA,2.49448883314259,4.2415,NA
1,102050,"4","1","4","5",15827.567851,"3","0","4","0",NA,"1",1386,148.898836168308,1386,5.937,4.55391775124388,NA,5.48641941526636,7.025,NA
1,102054,"3","2","3","1",31061.533937,"1","0","1","1",NA,"0",4322,271.681508643269,4322,NA,NA,NA,NA,NA,NA
1,102055,"4","1","4","5",55111.98723,"3","0","3","1","1","0",795,85.4073410922113,795,0.016,0.0172476084943138,0.016,0.140019679902781,0.191333333333333,0.182
1,102056,"2","1","4","1",5733.66052,"5","0","1","0","1","0",3370.5291126041,267.325507939519,1860.42400185251,0.157,0.094462479147087,0.157,0.15419129468481,0.2375,0.217
1,102059,"3","1","1","1",72189.646754,"5","1","3","0",NA,"1",8493.324,533.891503404924,4246.662,11.223,9.18804544348238,NA,9.18804544348238,11.223,NA
1,102062,"3","1","3","1",5330.3583811,"3","0","1","1",NA,"1",4060,211.366594360087,1960,16.943,14.3951904300575,NA,5.88121541923066,7.631,NA
1,102063,"4","1","3","1",22153.748853,"3","0","3","0",NA,"1",2253.33,178.717514871117,2253.33,1.322,0.963742011552161,1.322,0.963742011552161,1.322,1.322
1,102064,"2","5","3","1",4245.4114899,"4","1","2","1","0","0",1400,88.0041906757464,1400,0.441,0.263780439486549,0.318,NA,NA,NA
